ï»¿POL_NO,CLAIMANT_COUNTRY_Anonymized,CLM_NO,Make,VEHICLE_MODEL,Policy From Year,Accident  Year,Body Type,SI Band,Claim Amount
Policy Number 6117,Country 053,Claim Number 11153,NISSAN,TIIDA,2019,2019,1. Saloon, 0 to 25K ,-350.00 
Policy Number 6215,Country 138,Claim Number 11130,RENAULT,CAPTUR,2019,2019,2. Four Wheel Drive, 50K to 75K ," 5,100.00 "
Policy Number 6215,Country 138,Claim Number 11130,RENAULT,CAPTUR,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 11699,Country 053,Claim Number 19461,MITSUBISHI,ASX,2019,2019,2. Four Wheel Drive, 25K to 50K ," 4,400.00 "
Policy Number 11699,Country 053,Claim Number 19461,MITSUBISHI,ASX,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 11725,Country 136,Claim Number 19036,MERCEDES BENZ,C-CLASS,2019,2019,1. Saloon, 150K to 200K ," 14,200.00 "
Policy Number 11725,Country 136,Claim Number 19036,MERCEDES BENZ,C-CLASS,2019,2019,1. Saloon, 150K to 200K ,"-1,000.00 "
Policy Number 11727,Country 053,Claim Number 19465,LAND ROVER,RANGE ROVER SPORT,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,300.00 "
Policy Number 11727,Country 053,Claim Number 19465,LAND ROVER,RANGE ROVER SPORT,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 11749,Country 053,Claim Number 19927,TOYOTA,YARIS HATCHBACK,2019,2019,1. Saloon, 0 to 25K ," 6,770.00 "
Policy Number 11795,Country 038,Claim Number 18794,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 100K to 150K ," 10,300.00 "
Policy Number 11795,Country 038,Claim Number 18794,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 100K to 150K ,-500.00 
Policy Number 11900,Country 138,Claim Number 17924,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 150K to 200K ," 7,000.00 "
Policy Number 11900,Country 138,Claim Number 17924,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 150K to 200K ,"-1,000.00 "
Policy Number 12037,Country 053,Claim Number 19073,MITSUBISHI,ECLIPSE CROSS,2019,2019,2. Four Wheel Drive, 50K to 75K ," 24,500.00 "
Policy Number 12037,Country 053,Claim Number 19073,MITSUBISHI,ECLIPSE CROSS,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 12158,Country 053,Claim Number 19127,RENAULT,SAFRANE,2019,2019,1. Saloon, 0 to 25K , 58.50 
Policy Number 12158,Country 053,Claim Number 19127,RENAULT,SAFRANE,2019,2019,1. Saloon, 0 to 25K ,"-1,950.00 "
Policy Number 12535,Country 053,Claim Number 19727,FORD,FUSION,2019,2019,1. Saloon, 25K to 50K , 400.00 
Policy Number 12696,Country 053,Claim Number 19393,NISSAN,,2019,2019,2. Four Wheel Drive, 50K to 75K ," 3,300.00 "
Policy Number 12696,Country 053,Claim Number 19393,NISSAN,,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 12719,Country 091,Claim Number 19456,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K ," 3,500.00 "
Policy Number 12719,Country 091,Claim Number 19456,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K ,-350.00 
Policy Number 4149,Country 136,Claim Number 8247,TOYOTA,YARIS,2019,2019,1. Saloon, 250K+ ," 3,900.00 "
Policy Number 13796,Country 095,Claim Number 24101,RENAULT,DUSTER,2019,2019,2. Four Wheel Drive, 250K+ ," 6,770.00 "
Policy Number 5904,Country 053,Claim Number 11030,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,100.00 "
Policy Number 5904,Country 053,Claim Number 11039,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 50K to 75K ," 3,900.00 "
Policy Number 6011,Country 053,Claim Number 11050,SUZUKI,SWIFT,2019,2019,1. Saloon, 0 to 25K ," 1,900.00 "
Policy Number 6064,Country 122,Claim Number 11118,RENAULT,KOLEOS,2019,2019,2. Four Wheel Drive, 50K to 75K , 80.00 
Policy Number 6079,Country 053,Claim Number 11040,HONDA,CIVIC,2019,2019,1. Saloon, 0 to 25K ," 2,200.00 "
Policy Number 6274,Country 053,Claim Number 11064,NISSAN,SENTRA,2019,2019,1. Saloon, 25K to 50K ," 2,900.00 "
Policy Number 6306,Country 038,Claim Number 11225,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 0 to 25K ," 2,185.00 "
Policy Number 6306,Country 038,Claim Number 11225,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 0 to 25K ,-350.00 
Policy Number 11676,Country 053,Claim Number 18427,HYUNDAI,TUCSON,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,300.00 "
Policy Number 11873,Country 053,Claim Number 19057,RENAULT,DUSTER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,800.00 "
Policy Number 12057,Country 053,Claim Number 19498,PEUGEOT,301,2019,2019,1. Saloon, 0 to 25K ," 1,400.00 "
Policy Number 12132,Country 091,Claim Number 19406,LAND ROVER,FREELANDER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 28,405.00 "
Policy Number 12132,Country 091,Claim Number 19406,LAND ROVER,FREELANDER,2019,2019,2. Four Wheel Drive, 25K to 50K , 520.00 
Policy Number 12132,Country 091,Claim Number 19406,LAND ROVER,FREELANDER,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 12132,Country 091,Claim Number 19406,LAND ROVER,FREELANDER,2019,2019,2. Four Wheel Drive, 25K to 50K ,"-4,055.00 "
Policy Number 12203,Country 095,Claim Number 19006,HYUNDAI,TUCSON,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,700.00 "
Policy Number 12312,Country 053,Claim Number 18868,TOYOTA,YARIS SALOON,2019,2019,1. Saloon, 25K to 50K ," 4,300.00 "
Policy Number 12327,Country 053,Claim Number 18893,RENAULT,FLUENCE,2019,2019,1. Saloon, 25K to 50K ," 4,800.00 "
Policy Number 12474,Country 053,Claim Number 18818,FORD,FOCUS,2019,2019,1. Saloon, 0 to 25K ," 4,200.00 "
Policy Number 3827,Country 053,Claim Number 5733,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 100K to 150K ," 3,500.00 "
Policy Number 3827,Country 053,Claim Number 5733,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 100K to 150K ,-500.00 
Policy Number 4149,Country 136,Claim Number 8269,NISSAN,SENTRA,2019,2019,1. Saloon, 250K+ , 950.00 
Policy Number 4149,Country 053,Claim Number 8284,TOYOTA,COASTER,2019,2019,4. Buses, 250K+ ," 1,100.00 "
Policy Number 4149,Country 136,Claim Number 8290,HYUNDAI,SONATA,2019,2019,1. Saloon, 250K+ ," 1,750.00 "
Policy Number 13796,Country 053,Claim Number 24095,MAZDA,6,2019,2019,1. Saloon, 250K+ ," 1,400.00 "
Policy Number 5905,Country 024,Claim Number 11161,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ," 7,800.00 "
Policy Number 5905,Country 024,Claim Number 11161,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ,-350.00 
Policy Number 6345,Country 145,Claim Number 11183,MERCEDES BENZ,A-CLASS,2019,2019,1. Saloon, 50K to 75K , 520.00 
Policy Number 6499,Country 053,Claim Number 11157,MAZDA,3,2019,2019,1. Saloon, 25K to 50K ," 1,000.00 "
Policy Number 6499,Country 053,Claim Number 11157,MAZDA,3,2019,2019,1. Saloon, 25K to 50K ,-350.00 
Policy Number 6525,Country 091,Claim Number 11253,HONDA,CITY,2019,2019,1. Saloon, 0 to 25K ," 10,976.00 "
Policy Number 6525,Country 091,Claim Number 11253,HONDA,CITY,2019,2019,1. Saloon, 0 to 25K , 520.00 
Policy Number 6525,Country 091,Claim Number 11253,HONDA,CITY,2019,2019,1. Saloon, 0 to 25K , 200.00 
Policy Number 12075,Country 053,Claim Number 19436,HYUNDAI,VELOSTER,2019,2019,1. Saloon, 25K to 50K ," 2,000.00 "
Policy Number 12075,Country 053,Claim Number 19436,HYUNDAI,VELOSTER,2019,2019,1. Saloon, 25K to 50K ,-350.00 
Policy Number 12080,Country 053,Claim Number 18700,HYUNDAI,SANTA FE,2019,2019,2. Four Wheel Drive, 50K to 75K ," 1,400.00 "
Policy Number 12241,Country 053,Claim Number 19474,NISSAN,SUNNY,2019,2019,1. Saloon, 25K to 50K ," 1,100.00 "
Policy Number 12241,Country 053,Claim Number 19474,NISSAN,SUNNY,2019,2019,1. Saloon, 25K to 50K ,-250.00 
Policy Number 12388,Country 060,Claim Number 19329,FORD,FOCUS,2019,2019,1. Saloon, 0 to 25K , 375.00 
Policy Number 12595,Country 053,Claim Number 19567,TOYOTA,INNOVA,2019,2019,2. Four Wheel Drive, 75K to 100K ," 16,500.00 "
Policy Number 12630,Country 053,Claim Number 19184,NISSAN,TIIDA,2019,2019,1. Saloon, 25K to 50K ," 1,400.00 "
Policy Number 4163,Country 053,Claim Number 8306,TOYOTA,HIACE,2019,2019,4. Buses, 250K+ ," 23,000.00 "
Policy Number 4165,Country 091,Claim Number 8291,NISSAN,NAVARA,2019,2019,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ," 70,593.00 "
Policy Number 5938,Not Available,Claim Number 11160,CHEVROLET,TRAX,2019,2019,2. Four Wheel Drive, 25K to 50K ," 7,300.00 "
Policy Number 6490,Country 053,Claim Number 11185,HONDA,ACCORD,2019,2019,1. Saloon, 50K to 75K ," 3,800.00 "
Policy Number 6490,Country 053,Claim Number 11185,HONDA,ACCORD,2019,2019,1. Saloon, 50K to 75K ,-350.00 
Policy Number 11728,Country 088,Claim Number 19247,HONDA,CRV,2019,2019,2. Four Wheel Drive, 50K to 75K ," 12,000.00 "
Policy Number 11728,Country 088,Claim Number 19247,HONDA,CRV,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 11736,Country 024,Claim Number 19014,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 50K to 75K , 800.00 
Policy Number 11736,Country 024,Claim Number 19014,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 11835,Country 053,Claim Number 19326,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K , 900.00 
Policy Number 11835,Country 053,Claim Number 19326,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K ,-350.00 
Policy Number 12363,Country 053,Claim Number 19399,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 5,800.00 "
Policy Number 12363,Country 053,Claim Number 19399,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 50K to 75K ,-700.00 
Policy Number 12410,Country 091,Claim Number 19671,MITSUBISHI,LANCER,2019,2019,1. Saloon, 0 to 25K ," 3,100.00 "
Policy Number 12427,Country 053,Claim Number 19901,BMW,X5,2019,2019,2. Four Wheel Drive, 150K to 200K , 250.00 
Policy Number 12556,Country 053,Claim Number 18988,MITSUBISHI,OUTLANDER,2019,2019,2. Four Wheel Drive, 25K to 50K , 900.00 
Policy Number 12556,Country 053,Claim Number 18988,MITSUBISHI,OUTLANDER,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 12563,Country 053,Claim Number 19197,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,200.00 "
Policy Number 12563,Country 053,Claim Number 19197,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 12628,Country 053,Claim Number 19452,HONDA,CIVIC,2019,2019,1. Saloon, 0 to 25K ," 2,500.00 "
Policy Number 12657,Country 053,Claim Number 19451,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,900.00 "
Policy Number 12657,Country 053,Claim Number 19451,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 12670,Country 122,Claim Number 19457,TOYOTA,AURION V6,2019,2019,1. Saloon, 25K to 50K ," 1,600.00 "
Policy Number 12671,Country 091,Claim Number 19521,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 75K to 100K ," 4,500.00 "
Policy Number 3846,Country 091,Claim Number 5773,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 50K to 75K ," 1,400.00 "
Policy Number 11963,Country 053,Claim Number 17883,NISSAN,ALTIMA,2019,2019,1. Saloon, 25K to 50K ," 1,700.00 "
Policy Number 11990,Country 038,Claim Number 18364,JEEP,RENEGADE,2019,2019,2. Four Wheel Drive, 50K to 75K ," 10,423.00 "
Policy Number 12020,Country 053,Claim Number 19159,VOLKSWAGEN,PASSAT,2019,2019,1. Saloon, 25K to 50K ," 2,100.00 "
Policy Number 12041,Country 094,Claim Number 18610,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 75K to 100K ," 4,000.00 "
Policy Number 12118,Country 053,Claim Number 18817,NISSAN,TIIDA,2019,2019,1. Saloon, 0 to 25K ," 1,900.00 "
Policy Number 12204,Country 053,Claim Number 18597,HONDA,CRV,2019,2019,2. Four Wheel Drive, 0 to 25K ," 2,300.00 "
Policy Number 12407,Country 094,Claim Number 18429,TOYOTA,YARIS HATCHBACK,2019,2019,1. Saloon, 0 to 25K ," 1,400.00 "
Policy Number 12423,Country 053,Claim Number 18687,HONDA,JAZZ,2019,2019,1. Saloon, 25K to 50K ," 3,400.00 "
Policy Number 12451,Country 053,Claim Number 19050,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,500.00 "
Policy Number 12516,Country 053,Claim Number 18495,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 75K to 100K ," 1,600.00 "
Policy Number 12632,Country 091,Claim Number 19088,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 3,100.00 "
Policy Number 12639,Country 140,Claim Number 19220,FORD,EDGE,2019,2019,2. Four Wheel Drive, 75K to 100K ," 11,200.00 "
Policy Number 14515,Country 055,Claim Number 25546,CADILLAC,ATS,2019,2019,1. Saloon, 50K to 75K ," 8,000.00 "
Policy Number 12336,Country 053,Claim Number 19644,LINCOLN,MKC,2019,2019,2. Four Wheel Drive, 100K to 150K , 830.00 
Policy Number 11831,Country 022,Claim Number 18580,JAGUAR,XF,2019,2019,1. Saloon, 25K to 50K , 90.00 
Policy Number 11831,Country 022,Claim Number 18580,JAGUAR,XF,2019,2019,1. Saloon, 25K to 50K ,"-3,000.00 "
Policy Number 4149,Country 136,Claim Number 8310,KIA,OPTIMA,2019,2019,1. Saloon, 250K+ ," 22,123.00 "
Policy Number 6275,Country 053,Claim Number 11273,TOYOTA,YARIS,2019,2019,1. Saloon, 25K to 50K , 560.00 
Policy Number 11645,Country 094,Claim Number 18320,MITSUBISHI,Montero Sport,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,500.00 "
Policy Number 4149,Country 136,Claim Number 8319,TOYOTA,COROLLA,2019,2019,1. Saloon, 250K+ ," 16,864.00 "
Policy Number 11652,Country 080,Claim Number 18759,MITSUBISHI,ASX,2019,2019,2. Four Wheel Drive, 0 to 25K ," 2,340.00 "
Policy Number 11911,Country 138,Claim Number 18616,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,600.00 "
Policy Number 12383,Country 012,Claim Number 18636,TOYOTA,COROLLA,2019,2019,1. Saloon, 0 to 25K , 350.00 
Policy Number 12494,Country 053,Claim Number 19865,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K , 457.00 
Policy Number 12719,Country 091,Claim Number 19456,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K , 300.00 
Policy Number 3834,Country 091,Claim Number 5728,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 75K to 100K ," 2,800.00 "
Policy Number 3840,Country 091,Claim Number 5697,MITSUBISHI,ROSA,2019,2019,4. Buses, 50K to 75K ," 1,000.00 "
Policy Number 4149,Country 091,Claim Number 8252,NISSAN,URVAN,2019,2019,4. Buses, 250K+ ," 3,800.00 "
Policy Number 4150,Country 091,Claim Number 8214,NISSAN,ALTIMA,2019,2019,1. Saloon, 250K+ ," 1,900.00 "
Policy Number 4150,Country 091,Claim Number 8225,NISSAN,ALTIMA,2019,2019,1. Saloon, 250K+ ," 4,800.00 "
Policy Number 4150,Country 038,Claim Number 8251,NISSAN,ALTIMA,2019,2019,1. Saloon, 250K+ ," 4,900.00 "
Policy Number 5892,Country 091,Claim Number 11308,KIA,CARNIVAL,2019,2019,4. Buses, 25K to 50K , 960.00 
Policy Number 5922,Country 053,Claim Number 11099,TOYOTA,CAMRY,2019,2019,1. Saloon, 25K to 50K ," 3,100.00 "
Policy Number 6020,Country 053,Claim Number 11022,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 75K to 100K ," 3,800.00 "
Policy Number 6045,Country 091,Claim Number 11081,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,000.00 "
Policy Number 6047,Not Available,Claim Number 11051,NISSAN,KICKS,2019,2019,2. Four Wheel Drive, 50K to 75K ," 11,900.00 "
Policy Number 11894,Country 053,Claim Number 18808,RENAULT,DUSTER,2019,2019,2. Four Wheel Drive, 0 to 25K ," 2,900.00 "
Policy Number 11985,Country 053,Claim Number 19377,TOYOTA,FJ CRUISER,2019,2019,2. Four Wheel Drive, 75K to 100K ," 14,300.00 "
Policy Number 11985,Country 053,Claim Number 19377,TOYOTA,FJ CRUISER,2019,2019,2. Four Wheel Drive, 75K to 100K ,"-1,784.20 "
Policy Number 11985,Country 053,Claim Number 19377,TOYOTA,FJ CRUISER,2019,2019,2. Four Wheel Drive, 75K to 100K ,"-14,300.00 "
Policy Number 11985,Country 053,Claim Number 19377,TOYOTA,FJ CRUISER,2019,2019,2. Four Wheel Drive, 75K to 100K ," 1,780.00 "
Policy Number 12089,Country 053,Claim Number 19702,MAZDA,CX-5,2019,2019,2. Four Wheel Drive, 50K to 75K ," 12,200.00 "
Policy Number 12233,Country 053,Claim Number 19000,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 75K to 100K ," 10,900.00 "
Policy Number 12328,Country 094,Claim Number 18672,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,500.00 "
Policy Number 12558,Country 053,Claim Number 18754,NISSAN,ALTIMA,2019,2019,1. Saloon, 25K to 50K ," 2,400.00 "
Policy Number 12616,Country 053,Claim Number 19119,TOYOTA,YARIS SALOON,2019,2019,1. Saloon, 25K to 50K , 700.00 
Policy Number 12673,Country 107,Claim Number 18985,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 75K to 100K ," 16,000.00 "
Policy Number 3761,Country 091,Claim Number 5618,MITSUBISHI,ROSA,2019,2019,4. Buses, 25K to 50K ,-700.00 
Policy Number 3797,Country 091,Claim Number 5685,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 50K to 75K ," 4,500.00 "
Policy Number 4149,Country 132,Claim Number 8263,HYUNDAI,SONATA,2019,2019,1. Saloon, 250K+ ," 1,200.00 "
Policy Number 4149,Country 136,Claim Number 8286,CHEVROLET,TRAILBLAZER,2019,2019,2. Four Wheel Drive, 250K+ ," 4,150.00 "
Policy Number 4149,Not Available,Claim Number 8296,CHEVROLET,TAHOE,2019,2019,2. Four Wheel Drive, 250K+ ," 12,500.00 "
Policy Number 4158,Country 091,Claim Number 8206,TOYOTA,HIACE,2019,2019,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ," 10,115.00 "
Policy Number 5982,Country 012,Claim Number 11093,TOYOTA,LAND CRUISER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,900.00 "
Policy Number 5982,Country 012,Claim Number 11093,TOYOTA,LAND CRUISER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,900.00 "
Policy Number 5982,Country 012,Claim Number 11093,TOYOTA,LAND CRUISER,2019,2019,2. Four Wheel Drive, 50K to 75K ,"-2,900.00 "
Policy Number 6040,Not Available,Claim Number 11014,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,400.00 "
Policy Number 6052,Country 091,Claim Number 11010,TOYOTA,COROLLA,2019,2019,1. Saloon, 25K to 50K ,"-1,700.00 "
Policy Number 6232,Country 053,Claim Number 11136,NISSAN,TIIDA,2019,2019,1. Saloon, 0 to 25K , 735.00 
Policy Number 6232,Country 053,Claim Number 11136,NISSAN,TIIDA,2019,2019,1. Saloon, 0 to 25K , 700.00 
Policy Number 6232,Country 053,Claim Number 11136,NISSAN,TIIDA,2019,2019,1. Saloon, 0 to 25K ,-735.00 
Policy Number 6388,Country 085,Claim Number 11113,KIA,RIO,2019,2019,1. Saloon, 25K to 50K , 300.00 
Policy Number 6434,Country 095,Claim Number 11261,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 50K to 75K ," 1,200.00 "
Policy Number 11608,Country 138,Claim Number 17628,LAND ROVER,RANGE ROVER SPORT,2019,2019,2. Four Wheel Drive, 50K to 75K ,"-3,900.00 "
Policy Number 11769,Country 091,Claim Number 18498,MITSUBISHI,PAJERO SPORT,2019,2019,2. Four Wheel Drive, 25K to 50K ," 3,800.00 "
Policy Number 12064,Country 053,Claim Number 18975,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K ," 4,500.00 "
Policy Number 12207,Not Available,Claim Number 19265,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 25K to 50K , 750.00 
Policy Number 12213,Country 053,Claim Number 19178,CHEVROLET,SUBURBAN,2019,2019,2. Four Wheel Drive, 150K to 200K ," 12,100.00 "
Policy Number 12278,Country 053,Claim Number 18202,HYUNDAI,TUCSON,2019,2019,2. Four Wheel Drive, 25K to 50K ,"-3,400.00 "
Policy Number 12457,Country 053,Claim Number 18556,NISSAN,ALTIMA,2019,2019,1. Saloon, 25K to 50K ,"-2,000.00 "
Policy Number 12546,Country 094,Claim Number 18916,TOYOTA,FJ CRUISER,2019,2019,2. Four Wheel Drive, 100K to 150K ," 1,000.00 "
Policy Number 12635,Country 053,Claim Number 19434,AUDI,A5,2019,2019,1. Saloon, 50K to 75K , 387.50 
Policy Number 3773,Country 091,Claim Number 5660,MITSUBISHI,ROSA,2019,2019,4. Buses, 25K to 50K ,-600.00 
Policy Number 3793,Country 091,Claim Number 5635,NISSAN,CIVILIAN,2019,2019,4. Buses, 150K to 200K ,"-9,900.00 "
Policy Number 4151,Country 136,Claim Number 8215,LEXUS,LX570,2019,2019,2. Four Wheel Drive, 250K+ ,"-1,000.00 "
Policy Number 13796,Country 118,Claim Number 24073,MITSUBISHI,LANCER,2019,2019,1. Saloon, 250K+ ,-850.00 
Policy Number 13796,Country 053,Claim Number 24084,NISSAN,SENTRA,2019,2019,1. Saloon, 250K+ ,-950.00 
Policy Number 5943,Country 094,Claim Number 11009,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 50K to 75K ,"-3,825.00 "
Policy Number 5956,Country 053,Claim Number 11005,SUZUKI,SX4,2019,2019,1. Saloon, 25K to 50K ,"-2,900.00 "
Policy Number 6278,Country 053,Claim Number 11126,HONDA,CRV,2019,2019,2. Four Wheel Drive, 75K to 100K ,"-8,075.00 "
Policy Number 6278,Country 053,Claim Number 11126,HONDA,CRV,2019,2019,2. Four Wheel Drive, 75K to 100K ,"-9,500.00 "
Policy Number 6278,Country 053,Claim Number 11126,HONDA,CRV,2019,2019,2. Four Wheel Drive, 75K to 100K ," 9,500.00 "
Policy Number 11617,Country 053,Claim Number 17982,TOYOTA,PREVIA,2019,2019,2. Four Wheel Drive, 0 to 25K ,"-4,800.00 "
Policy Number 11817,Country 091,Claim Number 19009,NISSAN,PATROL,2019,2019,2. Four Wheel Drive, 100K to 150K ," 4,500.75 "
Policy Number 11822,Country 053,Claim Number 19770,GMC,ACADIA,2019,2019,2. Four Wheel Drive, 75K to 100K ," 4,723.00 "
Policy Number 11971,Country 053,Claim Number 18621,MAZDA,2,2019,2019,1. Saloon, 25K to 50K ,-900.00 
Policy Number 12042,Country 091,Claim Number 18927,MAZDA,6,2019,2019,1. Saloon, 25K to 50K ,"-2,400.00 "
Policy Number 12395,Country 053,Claim Number 18627,MITSUBISHI,LANCER,2019,2019,1. Saloon, 25K to 50K ,"-1,600.00 "
Policy Number 12419,Country 053,Claim Number 18377,HYUNDAI,CRETA,2019,2019,2. Four Wheel Drive, 25K to 50K ,"-4,600.00 "
Policy Number 12605,Country 053,Claim Number 18746,VOLKSWAGEN,TOUAREG,2019,2019,2. Four Wheel Drive, 25K to 50K ,"-1,200.00 "
Policy Number 12722,Country 053,Claim Number 19814,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 75K to 100K ," 1,857.00 "
Policy Number 7279,Country 136,Claim Number 14206,JEEP,WRANGLER 4DR,2017,2017,2. Four Wheel Drive, 75K to 100K ,"-67,909.00 "
Policy Number 7279,Country 136,Claim Number 14206,JEEP,WRANGLER 4DR,2017,2017,2. Four Wheel Drive, 75K to 100K ," 69,409.00 "
Policy Number 7677,Country 053,Claim Number 15083,MAZDA,3,2017,2018,1. Saloon, 0 to 25K , 400.00 
Policy Number 5208,Country 136,Claim Number 9770,RANGE ROVER,SPORT 5.0 SC,2017,2017,2. Four Wheel Drive, 250K+ ,"-84,174.00 "
Policy Number 5308,Country 053,Claim Number 10099,SCANIA,G 460,2017,2017,3B. Heavy Trucks over 3 Tons, 250K+ ," 1,587.50 "
